,index,Ticker,Date,Open,High,Low,Close,Volume
0,1362,DDV,02/02/2021,7.51814,7.51814,7.51814,7.51814,1200.0
1,1363,DDV,02/03/2021,7.51814,7.6993,7.51814,7.6993,1200.0
2,1364,DDV,02/04/2021,8.42394,8.78626,7.6993,7.6993,20900.0
3,1365,DDV,02/05/2021,8.24278,8.33336,8.24278,8.33336,3000.0
4,1366,DDV,02/08/2021,8.24278,8.96742,8.24278,8.87684,121300.0
5,1367,DDV,02/09/2021,8.6051,8.6051,8.51452,8.6051,11600.0
6,1368,DDV,02/17/2021,8.1522,8.33336,8.1522,8.33336,800.0
7,1369,DDV,02/18/2021,8.51452,8.6051,8.51452,8.6051,17100.0
8,1370,DDV,02/19/2021,8.51452,8.51452,8.51452,8.51452,300.0
9,1371,DDV,02/22/2021,8.51452,8.78626,8.51452,8.78626,4600.0
10,1372,DDV,02/23/2021,8.42394,8.42394,8.42394,8.42394,3000.0
11,1373,DDV,02/24/2021,8.6051,8.6051,8.51452,8.51452,19600.0
12,1374,DDV,02/25/2021,8.51452,8.51452,8.42394,8.42394,2100.0
13,1375,DDV,02/26/2021,8.6051,8.6051,8.6051,8.6051,4100.0
14,1376,DDV,03/01/2021,8.6051,9.87322,8.6051,9.87322,546700.0
15,1377,DDV,03/02/2021,11.23192,11.23192,9.9638,11.23192,753000.0
16,1378,DDV,03/03/2021,12.6812,12.6812,11.3225,12.6812,1600100.0
17,1379,DDV,03/04/2021,13.587,14.40222,11.59424,14.40222,2784400.0
18,1380,DDV,03/05/2021,13.587,14.9457,13.04352,14.9457,1858200.0
19,1381,DDV,03/08/2021,14.4928,16.39498,13.587,15.8515,2396600.0
20,1382,DDV,03/09/2021,15.03628,15.48918,13.94932,14.31164,1811000.0
21,1383,DDV,03/10/2021,14.31164,14.85512,13.04352,13.22468,1257900.0
22,1384,DDV,03/11/2021,13.67758,13.94932,12.50004,12.59062,1024400.0
23,1385,DDV,03/12/2021,12.86236,13.22468,11.59424,11.86598,2191300.0
24,1386,DDV,03/15/2021,12.31888,12.40946,11.05076,11.3225,1663900.0
25,1387,DDV,03/16/2021,11.41308,13.04352,10.8696,11.95656,2284000.0
26,1388,DDV,03/17/2021,12.13772,12.86236,12.04714,12.2283,2075600.0
27,1389,DDV,03/18/2021,12.31888,12.59062,11.7754,11.95656,1216600.0
28,1390,DDV,03/19/2021,11.95656,12.2283,11.50366,11.59424,1176400.0
29,1391,DDV,03/22/2021,11.68482,12.77178,10.96018,12.2283,3873400.0
30,1392,DDV,03/23/2021,11.95656,13.1341,11.95656,13.04352,3691400.0
31,1393,DDV,03/24/2021,12.6812,13.1341,12.31888,12.6812,2633500.0
32,1394,DDV,03/25/2021,12.6812,12.77178,11.95656,12.04714,2765200.0
33,1395,DDV,03/26/2021,12.04714,12.04714,10.77902,11.41308,2964300.0
34,1396,DDV,03/29/2021,11.3225,12.95294,11.3225,12.40946,4531300.0
35,1397,DDV,03/30/2021,12.31888,12.40946,11.86598,12.04714,1810800.0
36,1398,DDV,03/31/2021,12.04714,12.13772,11.68482,12.13772,2146600.0
37,1399,DDV,04/01/2021,11.86598,12.2283,11.7754,12.13772,2275100.0
38,1400,DDV,04/02/2021,12.13772,12.50004,11.7754,12.2283,2609500.0
39,1401,DDV,04/05/2021,12.2283,12.2283,11.68482,11.86598,2742700.0
40,1402,DDV,04/06/2021,11.86598,11.86598,11.59424,11.86598,2063600.0
41,1403,DDV,04/07/2021,11.68482,11.86598,11.50366,11.68482,2529800.0
42,1404,DDV,04/08/2021,11.59424,11.95656,11.3225,11.86598,3175300.0
43,1405,DDV,04/09/2021,11.59424,11.86598,11.59424,11.7754,2039700.0
44,1406,DDV,04/12/2021,11.59424,11.7754,11.50366,11.59424,2358700.0
45,1407,DDV,04/13/2021,11.59424,11.59424,11.05076,11.23192,3110800.0
46,1408,DDV,04/14/2021,11.23192,11.23192,10.77902,10.96018,2787300.0
47,1409,DDV,04/15/2021,10.96018,10.96018,10.05438,10.23554,3808600.0
48,1410,DDV,04/16/2021,10.23554,11.41308,9.60148,11.3225,4175500.0
49,1411,DDV,04/19/2021,11.3225,11.7754,11.05076,11.05076,1620500.0
50,1412,DDV,04/20/2021,11.41308,11.50366,10.68844,10.77902,1659900.0
