Exchange,MSE,RMSE,MAPE,R2 Score
HNX,2054.8239072319006,45.330165532809396,0.36619866807877716,0.6375516282416741
HOSE,4.364618265994224,2.089166883232219,0.5041859829715533,0.9924568575745945
UPCOM,16.267053365023823,4.033243529099604,0.27063534904101816,0.954642770643027
