Ticker,Date,Open,High,Low,Close,Volume
MSR,9/17/2015,14.6002,14.6002,10.16929,10.38721,920000
MSR,9/18/2015,10.53248,10.53248,10.24193,10.31457,319400
MSR,9/21/2015,10.31457,10.31457,9.806103,10.02402,382800
MSR,9/22/2015,9.878741,9.951379,9.370276,9.515552,347400
MSR,9/23/2015,9.588189,10.96831,9.370276,10.96831,906000
MSR,9/24/2015,10.96831,11.54941,10.89567,11.18622,682200
MSR,9/25/2015,11.3315,11.40413,10.89567,11.11358,320000
MSR,9/28/2015,10.89567,11.25886,10.75039,10.82303,201500
MSR,9/29/2015,10.75039,10.75039,10.38721,10.53248,220500
MSR,9/30/2015,10.60512,10.89567,10.53248,10.53248,206300
MSR,10/1/2015,10.60512,10.82303,10.60512,10.82303,210900
MSR,10/2/2015,10.82303,10.82303,10.45984,10.45984,323500
MSR,10/5/2015,10.53248,10.60512,10.45984,10.53248,153600
MSR,10/6/2015,10.60512,10.67776,10.16929,10.45984,257800
MSR,10/7/2015,10.53248,10.60512,10.31457,10.31457,102200
MSR,10/8/2015,10.38721,10.38721,10.16929,10.24193,132400
MSR,10/9/2015,10.16929,10.24193,10.09665,10.09665,197900
MSR,10/12/2015,10.24193,10.24193,9.878741,9.951379,129300
MSR,10/13/2015,9.878741,10.02402,9.878741,10.02402,85300
MSR,10/14/2015,10.02402,10.53248,9.878741,10.31457,281700
MSR,10/15/2015,10.24193,10.38721,10.24193,10.24193,143800
MSR,10/16/2015,10.24193,10.31457,10.16929,10.16929,116400
MSR,10/19/2015,10.24193,10.24193,10.09665,10.24193,280800
MSR,10/20/2015,10.16929,10.16929,10.02402,10.09665,110500
MSR,10/21/2015,10.16929,10.16929,10.02402,10.09665,76300
MSR,10/22/2015,10.02402,10.09665,9.951379,10.02402,124900
MSR,10/23/2015,10.09665,10.16929,10.02402,10.09665,226000
MSR,10/26/2015,10.09665,10.09665,9.951379,9.951379,78700
MSR,10/27/2015,9.878741,9.951379,9.588189,9.806103,215600
MSR,10/28/2015,9.442914,9.878741,9.442914,9.733465,195800
MSR,10/29/2015,9.660828,10.02402,9.660828,9.660828,80100
MSR,10/30/2015,9.733465,9.733465,9.515552,9.660828,91600
MSR,11/2/2015,9.733465,9.733465,9.370276,9.442914,253000
