Ticker,Date,Open,High,Low,Close,Volume
HSA,3/7/2017,14,14,14,14,100
HSA,3/8/2017,16.1,16.1,16.1,16.1,100
HSA,3/15/2017,18.5,18.5,18.5,18.5,100
HSA,3/16/2017,21.2,21.2,21.2,21.2,100
HSA,3/17/2017,24.3,24.3,24.3,24.3,100
HSA,3/20/2017,27.8,27.8,27.8,27.8,100
HSA,3/22/2017,31.9,31.9,31.9,31.9,100
HSA,3/23/2017,31.9,31.9,31.9,31.9,400
HSA,3/30/2017,35,35,35,35,200
HSA,4/7/2017,29.8,29.8,29.8,29.8,100
HSA,4/28/2017,25.4,25.4,25.4,25.4,100
HSA,5/4/2017,25.4,25.4,25.4,25.4,0
HSA,5/5/2017,21.6,21.6,21.6,21.6,100
HSA,5/8/2017,18.4,18.4,18.4,18.4,200
HSA,5/9/2017,21.1,21.1,21.1,21.1,200
HSA,5/10/2017,21.1,21.1,21.1,21.1,0
HSA,5/11/2017,21.1,21.1,21.1,21.1,0
HSA,5/12/2017,21.1,21.1,21.1,21.1,0
HSA,5/15/2017,21.1,21.1,21.1,21.1,0
HSA,5/16/2017,21.1,21.1,21.1,21.1,0
HSA,5/17/2017,21.1,21.1,21.1,21.1,0
HSA,5/18/2017,24.2,24.2,24.2,24.2,100
HSA,5/19/2017,27.8,27.8,27.8,27.8,300
HSA,5/22/2017,27.8,27.8,27.8,27.8,0
HSA,5/23/2017,31.8,31.8,31.8,31.8,100
HSA,5/24/2017,31.8,31.8,31.8,31.8,0
HSA,5/25/2017,31.8,31.8,31.8,31.8,0
HSA,5/26/2017,31.8,31.8,31.8,31.8,0
HSA,5/29/2017,31.8,31.8,31.8,31.8,0
HSA,5/30/2017,31.8,31.8,31.8,31.8,0
HSA,5/31/2017,31.8,31.8,31.8,31.8,0
HSA,6/1/2017,31.8,31.8,31.8,31.8,0
HSA,6/2/2017,31.8,31.8,31.8,31.8,0
HSA,6/5/2017,31.8,31.8,31.8,31.8,0
HSA,6/6/2017,31.8,31.8,31.8,31.8,0
HSA,6/7/2017,31.8,31.8,31.8,31.8,0
HSA,6/8/2017,32,32,32,32,200
HSA,6/9/2017,32,32,32,32,0
HSA,6/12/2017,32,32,32,32,0
HSA,6/13/2017,32,32,32,32,0
HSA,6/14/2017,32,32,32,32,0
HSA,6/15/2017,32,32,32,32,0
HSA,6/16/2017,32,32,32,32,0
HSA,6/19/2017,32,32,32,32,0
HSA,6/20/2017,32,32,32,32,0
HSA,6/21/2017,32,32,32,32,0
HSA,6/22/2017,32,32,32,32,0
HSA,6/23/2017,32,32,32,32,0
HSA,6/26/2017,32,32,32,32,0
HSA,6/27/2017,32,32,32,32,0
HSA,6/28/2017,32,32,32,32,0
HSA,6/29/2017,32,32,32,32,0
HSA,6/30/2017,32,32,32,32,0
HSA,7/3/2017,32,32,32,32,0
HSA,7/4/2017,31.6,33,31.6,33,1100
HSA,7/5/2017,32,32,32,32,100
HSA,7/6/2017,32,32,32,32,0
HSA,7/7/2017,32,32,32,32,300
HSA,7/10/2017,32,32,32,32,0
HSA,7/11/2017,32,32,32,32,0
HSA,7/12/2017,32,32,32,32,0
HSA,7/13/2017,32,32,32,32,0
HSA,7/14/2017,32,32,32,32,0
HSA,7/17/2017,32,32,32,32,0
HSA,7/18/2017,32,32,32,32,0
HSA,7/19/2017,32,32,32,32,0
HSA,7/20/2017,32,32,32,32,0
HSA,7/21/2017,32,32,32,32,400
HSA,7/24/2017,32,32,32,32,0
HSA,7/25/2017,32,32,32,32,0
HSA,7/26/2017,32,32,32,32,0
HSA,7/27/2017,32,32,32,32,0
HSA,7/28/2017,32,32,32,32,0
HSA,7/31/2017,32,32,32,32,0
HSA,8/1/2017,32,32,32,32,0
HSA,8/2/2017,32,32,32,32,0
HSA,8/3/2017,32,32,32,32,0
HSA,8/4/2017,32,32,32,32,0
HSA,8/7/2017,32,32,32,32,0
HSA,8/8/2017,32,32,32,32,0
HSA,8/9/2017,32,32,32,32,0
HSA,8/10/2017,32,32,32,32,0
HSA,8/11/2017,32,32,32,32,0
HSA,8/14/2017,32,32,32,32,0
HSA,8/15/2017,32,32,32,32,0
HSA,8/16/2017,32,32,32,32,0
HSA,8/17/2017,32,32,32,32,0
HSA,8/18/2017,32,32,32,32,0
HSA,8/21/2017,32,32,32,32,0
HSA,8/22/2017,32,32,32,32,0
HSA,8/23/2017,32,32,32,32,0
HSA,8/24/2017,32,32,32,32,0
HSA,8/25/2017,32,32,32,32,0
HSA,8/28/2017,32,32,32,32,0
HSA,8/29/2017,32,32,32,32,0
HSA,8/30/2017,32,32,32,32,0
HSA,8/31/2017,34,34,34,34,100
HSA,9/1/2017,34,34,34,34,0
HSA,9/5/2017,34,34,34,34,0
HSA,9/6/2017,34,34,34,34,0
HSA,9/7/2017,34,34,34,34,0
HSA,9/8/2017,34,34,34,34,0
HSA,9/11/2017,34,34,34,34,0
HSA,9/12/2017,34,34,34,34,0
HSA,9/13/2017,34,34,34,34,0
HSA,9/14/2017,30.7,30.7,30.7,30.7,7100
